day,newcastle-coronaV96-01,newcastle-coronaV96-00
175,4.416666666666667,4.5
176,4.333333333333333,5.333333333333333
177,6.125,4.458333333333333
178,5.708333333333333,4.791666666666667
179,4.791666666666667,4.375
180,4.375,4.833333333333333
181,4.833333333333333,4.416666666666667
182,4.833333333333333,4.166666666666667
183,5.5,4.75
184,5.125,5.458333333333333
185,4.791666666666667,4.25
186,5.041666666666667,5.208333333333333
187,4.75,5.333333333333333
188,4.958333333333333,4.416666666666667
189,4.875,5.208333333333333
190,4.416666666666667,4.583333333333333
191,4.875,4.083333333333333
192,4.666666666666667,4.833333333333333
193,4.75,4.333333333333333
194,5.5,4.125
195,5.166666666666667,4.333333333333333
196,5.0,4.666666666666667
197,5.25,4.083333333333333
198,4.25,4.666666666666667
199,5.083333333333333,4.416666666666667
200,4.541666666666667,4.5
201,5.25,4.375
202,5.458333333333333,4.291666666666667
203,4.291666666666667,3.9166666666666665
204,5.083333333333333,4.333333333333333
205,4.625,4.25
206,5.25,4.291666666666667
207,4.708333333333333,5.083333333333333
208,4.708333333333333,3.5416666666666665
209,4.833333333333333,4.416666666666667
210,5.125,4.541666666666667
211,5.083333333333333,4.333333333333333
212,4.875,4.291666666666667
213,5.0,4.375
214,5.0,4.791666666666667
215,4.125,3.375
216,4.5,3.75
217,5.666666666666667,3.9583333333333335
218,5.166666666666667,4.5
219,4.375,4.375
220,5.041666666666667,4.916666666666667
221,4.291666666666667,4.416666666666667
222,4.583333333333333,3.5
223,4.625,4.75
224,4.333333333333333,4.333333333333333
225,5.958333333333333,4.041666666666667
226,6.0,3.9583333333333335
227,4.708333333333333,3.625
228,5.125,4.75
229,4.25,3.6666666666666665
230,3.7916666666666665,4.291666666666667
231,5.625,4.083333333333333
232,4.333333333333333,4.166666666666667
233,5.875,3.7083333333333335
234,5.666666666666667,3.5833333333333335
235,4.958333333333333,4.625
236,5.5,4.625
237,3.9583333333333335,4.083333333333333
238,4.666666666666667,3.875
239,6.333333333333333,3.75
240,6.166666666666667,4.583333333333333
241,5.125,4.5
242,5.291666666666667,4.541666666666667
243,4.291666666666667,3.5
244,4.25,4.541666666666667
245,5.833333333333333,3.8333333333333335
246,6.166666666666667,3.5
247,5.458333333333333,4.791666666666667
248,5.125,4.25
249,5.041666666666667,3.7916666666666665
250,4.833333333333333,4.875
251,5.083333333333333,3.7916666666666665
252,4.75,4.125
253,5.916666666666667,4.25
254,5.541666666666667,4.208333333333333
255,5.291666666666667,4.625
256,5.666666666666667,4.791666666666667
257,5.0,4.375
258,5.0,4.25
259,4.625,3.875
260,4.5,4.208333333333333
261,5.416666666666667,3.9583333333333335
262,5.708333333333333,4.75
263,5.041666666666667,4.375
264,5.583333333333333,4.833333333333333
265,5.083333333333333,3.9166666666666665
266,4.25,4.333333333333333
267,5.125,3.375
268,5.916666666666667,3.9166666666666665
269,5.791666666666667,4.083333333333333
270,6.083333333333333,4.625
271,4.375,4.291666666666667
272,5.291666666666667,3.875
273,4.875,3.6666666666666665
274,4.416666666666667,3.2083333333333335
275,6.0,3.0833333333333335
276,5.375,4.458333333333333
277,5.791666666666667,3.9583333333333335
278,5.333333333333333,3.5833333333333335
279,4.833333333333333,4.083333333333333
280,5.125,4.083333333333333
281,4.625,3.6666666666666665
282,6.416666666666667,4.625
283,5.583333333333333,3.375
284,5.583333333333333,4.166666666666667
285,5.25,4.25
286,4.5,3.5416666666666665
287,5.708333333333333,3.9583333333333335
288,5.708333333333333,4.375
289,5.75,5.166666666666667
290,5.666666666666667,4.5
291,6.416666666666667,3.4583333333333335
292,5.208333333333333,3.875
293,4.958333333333333,4.25
294,5.875,4.166666666666667
295,4.833333333333333,3.5416666666666665
296,6.208333333333333,4.208333333333333
297,6.125,4.541666666666667
298,5.5,3.5416666666666665
299,5.583333333333333,4.291666666666667
300,3.9166666666666665,4.25
301,5.333333333333333,4.0
302,5.333333333333333,4.25
303,5.666666666666667,4.0
304,5.125,4.583333333333333
305,5.541666666666667,3.7083333333333335
306,4.333333333333333,3.3333333333333335
307,5.5,4.083333333333333
308,5.375,4.916666666666667
309,4.833333333333333,4.333333333333333
310,5.166666666666667,3.9166666666666665
311,5.416666666666667,4.25
312,5.208333333333333,4.083333333333333
313,4.416666666666667,4.458333333333333
314,5.291666666666667,3.9166666666666665
315,4.791666666666667,3.8333333333333335
316,4.916666666666667,4.208333333333333
317,5.708333333333333,4.166666666666667
318,5.875,4.5
319,4.833333333333333,4.208333333333333
320,5.333333333333333,4.125
321,4.416666666666667,4.458333333333333
322,4.916666666666667,4.208333333333333
323,4.458333333333333,4.708333333333333
324,4.583333333333333,3.5416666666666665
325,6.0,3.875
326,5.875,4.333333333333333
327,5.25,3.875
328,5.291666666666667,5.0
329,4.083333333333333,4.0
330,5.875,4.25
331,5.166666666666667,4.375
332,5.583333333333333,3.625
333,4.708333333333333,4.166666666666667
334,4.875,4.541666666666667
335,5.208333333333333,4.041666666666667
336,3.9166666666666665,4.166666666666667
337,5.333333333333333,4.208333333333333
338,5.5,4.0
339,5.083333333333333,4.541666666666667
340,4.791666666666667,3.2916666666666665
341,5.375,4.208333333333333
342,4.083333333333333,4.208333333333333
343,4.958333333333333,4.791666666666667
344,4.541666666666667,4.5
345,5.125,4.333333333333333
346,5.208333333333333,4.541666666666667
347,4.875,4.0
348,5.083333333333333,3.8333333333333335
349,4.666666666666667,4.166666666666667
350,3.875,4.75
351,4.625,4.041666666666667
352,4.958333333333333,4.166666666666667
353,4.583333333333333,4.083333333333333
354,5.208333333333333,3.6666666666666665
355,4.625,3.875
356,4.041666666666667,3.375
357,3.9583333333333335,4.875
358,4.458333333333333,4.041666666666667
359,5.0,4.625
