day,newcastle-coronaV96-00,newcastle-coronaV96-01
350,2.375,1.9375
351,2.0208333333333335,2.3125
352,2.0833333333333335,2.4791666666666665
353,2.0416666666666665,2.2916666666666665
354,1.8333333333333333,2.6041666666666665
355,1.9375,2.3125
356,1.6875,2.0208333333333335
357,2.4375,1.9791666666666667
358,2.0208333333333335,2.2291666666666665
359,2.3125,2.5
