day,newcastle-coronaV96-00,newcastle-coronaV96-01
0,0.14583333333333334,0.14583333333333334
1,0.22916666666666666,0.22916666666666666
2,0.375,0.375
3,0.4791666666666667,0.4791666666666667
4,0.625,0.625
5,0.8333333333333334,0.8333333333333334
6,1.1041666666666667,1.1041666666666667
7,1.4791666666666667,1.4791666666666667
8,1.8541666666666667,1.8541666666666667
9,2.3125,2.3125
10,2.7916666666666665,2.7916666666666665
11,3.4583333333333335,3.4583333333333335
12,4.270833333333333,4.270833333333333
13,5.229166666666667,5.229166666666667
14,6.0625,6.0625
15,6.479166666666667,6.479166666666667
16,7.4375,7.4375
17,8.229166666666666,8.229166666666666
18,9.291666666666666,9.291666666666666
19,10.708333333333334,10.708333333333334
20,11.8125,11.8125
21,12.9375,12.9375
22,13.9375,13.9375
23,15.020833333333334,15.020833333333334
24,15.833333333333334,15.833333333333334
25,17.0625,17.0625
26,18.4375,18.4375
27,19.645833333333332,19.645833333333332
28,21.041666666666668,21.041666666666668
29,22.354166666666668,22.354166666666668
30,23.666666666666668,23.666666666666668
31,24.645833333333332,24.645833333333332
32,25.708333333333332,25.708333333333332
33,27.0625,27.0625
34,28.333333333333332,28.333333333333332
35,29.541666666666668,29.541666666666668
36,30.895833333333332,30.895833333333332
37,32.458333333333336,32.458333333333336
38,33.666666666666664,33.666666666666664
39,35.0625,35.0625
40,36.3125,36.3125
41,37.458333333333336,37.458333333333336
42,38.666666666666664,38.666666666666664
43,40.0625,40.0625
44,41.333333333333336,41.333333333333336
45,42.520833333333336,42.520833333333336
46,44.020833333333336,44.020833333333336
47,45.208333333333336,45.208333333333336
48,46.6875,46.6875
49,47.75,47.75
50,48.833333333333336,48.833333333333336
51,50.354166666666664,50.354166666666664
52,51.9375,51.9375
53,53.458333333333336,53.458333333333336
54,55.0,55.0
55,56.541666666666664,56.541666666666664
56,57.708333333333336,57.708333333333336
57,58.958333333333336,58.958333333333336
58,60.291666666666664,60.291666666666664
59,61.583333333333336,61.583333333333336
60,63.3125,63.3125
61,64.77083333333333,64.77083333333333
62,66.125,66.125
63,67.41666666666667,67.41666666666667
64,69.0,69.0
65,70.45833333333333,70.45833333333333
66,71.77083333333333,71.77083333333333
